company,label,n,min_tapeyear,max_tapeyear,words
SOUTHTRUST BANK AL,,1,1995,1995,3
SOUTHWESTERN BELL YE,,1,1994,1994,3
SOUVENIR COLLECTION INC.,,1,2007,2007,3
"SOUZA, ET AL",,1,2007,2007,3
"SOVREN GROUP, INC.",,1,2013,2013,3
SOWERS GARNER SAYLOR,,1,2002,2002,3
"SOXLAND INTERNATIONAL, INC.",,1,2004,2004,3
"SPALDING, ET AL",,1,2015,2015,3
SPALL REALTY CORP.,,1,1994,1994,3
"SPAN PUBLISHING, INC.",,1,2005,2005,3
SPANISH PUBLICATIONS INC,,1,2007,2007,3
"SPANSKI ENTERPRISES, INC",,1,2010,2010,3
"SPARACINO, ET AL",,1,2004,2004,3
"SPARK MEDIA, INC.",,1,1998,1998,3
SPARK SOFTWARE INC.,,1,1992,1992,3
SPARKLE'S HAMBURGER SPOT,,1,2018,2018,3
SPARTAN TOOL LLC,,1,2001,2001,3
SPEAR MARKETING INC,,1,2014,2014,3
"SPEARMINT VENTURES, LLC",,1,2019,2019,3
"SPEARS, ET AL",,1,2020,2020,3
SPEC RIDER MUSIC,,1,1989,1989,3
SPECIAL RIDER MUSIC,,1,1994,1994,3
SPECIALTY MATBOARD CORP,,1,2006,2006,3
SPECIALTY MATBOARD CORPORATION,,1,2006,2006,3
SPECIALTY SURGICAL INSTRUMENTA,,1,2019,2019,3
SPECTRA VEST INC,,1,1988,1988,3
"SPECTRA, ET AL",,1,1998,1998,3
SPECTRUM DEALER SVC,,1,1997,1997,3
SPECTRUM ENT PRODUCT,,1,2002,2002,3
"SPECTRUM LABORATORIES, INC.",,1,1999,1999,3
SPECTRUM MKTG GRP,,1,2001,2001,3
SPECTRUM VII ETAL,,1,1988,1988,3
"SPEEDWAY MOTORS, INC.",,1,2099,2099,3
"SPEIDEL, ET AL",,1,2099,2099,3
"SPEIRS, ET AL",,1,1999,1999,3
"SPELLING ENTERTAINMENT, ETC,ET",,1,1995,1995,3
"SPELLING, ET AL",,1,1993,1993,3
"SPENCER FORREST, INC.",,1,2011,2011,3
SPENCER GIFTS LLC,,1,2007,2007,3
SPENCER PROMOTIONS INC.,,1,1996,1996,3
"SPENCER, ET AL",,1,1998,1998,3
SPHINX ENTERTAINMENT LTD.,,1,2014,2014,3
"SPICER, ET AL",,1,1998,1998,3
SPICY MELNIK LLC,,1,2019,2019,3
SPIN MASTER LTD,,1,2009,2009,3
SPIN MASTER LTD.,,1,2019,2019,3
SPINART RECORDS INC.,,1,1997,1997,3
"SPINIELLO LTD., INC.",,1,1997,1997,3
SPIRAL DESIGN STUDIO,,1,2001,2001,3
"SPITZ, ET AL",,1,2003,2003,3
"SPIZZIRRI, ET AL",,1,1996,1996,3
"SPOHR, ET AL",,1,1994,1994,3
SPORT TECH INC,,1,1998,1998,3
SPORTPHARMA USA INC.,,1,1997,1997,3
SPORTS DESIGN DEV,,1,1997,1997,3
"SPORTS NOVELTIES, INC.",,1,1989,1989,3
SPORTS SOLUTIONS INC,,1,1993,1993,3
SPORTSMANS MKT INC,,1,1997,1997,3
"SPORTSMANS WAREHOUSE, INC.",,1,2008,2008,3
SPORTSWEAR DESIGN IN,,1,2005,2005,3
SPOTLESS ENTERPRISES INC.,,1,2004,2004,3
"SPRATT, ET AL",,1,1996,1996,3
"SPRENGEL, ET AL",,1,2013,2013,3
SPRINGS JEWELRY INC.,,1,1996,1996,3
"SPRINKLER WAREHOUSE, INC.",,1,2014,2014,3
SPRINNG HOUSE COLLECTION,,1,1989,1989,3
SPRINT PUBLISHING &,,1,1994,1994,3
SPRY FOX LLC,,1,2013,2013,3
"SPURGETIS, THEODORE D.",,1,1990,1990,3
"SPURLOCK, ET AL",,1,2099,2099,3
SQUARE D COMPANY,,1,2002,2002,3
SQUARE ENIX LIMITED,,1,2012,2012,3
SQUARE-UP PICTURES INC,,1,2009,2009,3
SQUAT DESIGN LLC,,1,2015,2015,3
"SQUIRES HOMES, INC.",,1,1997,1997,3
SSC ACQUISITION CORP,,1,2005,2005,3
ST. LAWRENCE UNIVERSITY,,1,2005,2005,3
ST. LOUIS TRIMMING,,1,1996,1996,3
"STABILE, ET AL",,1,2015,2015,3
STACK RESOURCES LLC,,1,2000,2000,3
"STACY GARCIA, INC.",,1,2014,2014,3
STAGECRAFT COSTUMING INCORPORA,,1,2012,2012,3
"STAGGS, ET AL",,1,2010,2010,3
"STAGLIANO, ET AL",,1,1996,1996,3
"STAINED STUFF, LTD",,1,2000,2000,3
STAMPIN' UP! INC,,1,2000,2000,3
"STANHOPE, ET AL",,1,1993,1993,3
STANLEY D MATHEWS,,1,1998,1998,3
STANLEY DESANTIS INC,,1,1994,1994,3
STAR CONSTRUCTION OF,,1,1991,1991,3
"STAR CREATIONS, INC.",,1,2009,2009,3
"STAR EDITORIAL, INC.",,1,1995,1995,3
"STAR FARBRICS, INC.",,1,2011,2011,3
"STAR PATROL, INC.",,1,1995,1995,3
STAR PUBLISHING COMPANY,,1,2010,2010,3
STAR-TEX IMPORTS INC,,1,1998,1998,3
"STARBRIDGE ART, INC.",,1,2005,2005,3
STARK CARPET CORP.,,1,2006,2006,3
"STARKOFF SAMMONS, LLC",,1,2012,2012,3
STARLITE ORIGINALS LLC,,1,2006,2006,3
"STARR HOMES, LLC",,1,2099,2099,3
STARZ ENTERTAINMENT LLC,,1,2009,2009,3
"STARZ ENTERTAINMENT, LLC",,1,2099,2099,3
"STATE ANALYSIS, INC.",,1,2009,2009,3
STATE OF MICHIGAN,,1,1992,1992,3
STATE OF OREGON,,1,2016,2016,3
STATE OF TEXAS,,1,1988,1988,3
STATIC CONTROL COMP.,,1,2006,2006,3
"STAUSKAS, ET AL",,1,1997,1997,3
"STE 212, INC.",,1,2016,2016,3
STEAMBOAT STICKER COMPANY,,1,2020,2020,3
STEEL CHEST MUSIC,,1,2005,2005,3
"STEELE, ET AL",,1,2011,2011,3
"STEELE, MICKEY ALLEN",,1,2000,2000,3
STEELMAN PARTNERS LLP,,1,2012,2012,3
STEINBERG MUSIC CO,,1,1988,1988,3
STEINBERG MUSIC ETAL,,1,1989,1989,3
"STEINBERG, BILLY MUSIC",,1,1989,1989,3
STEINBERT MUSIC ETL,,1,1988,1988,3
"STEINMAN, ET AL",,1,2008,2008,3
"STELLAR INDUSTRIES, INC.",,1,2011,2011,3
STELLAR RECORDS INC.,,1,2013,2013,3
STELLAR RECORDS LLC,,1,2018,2018,3
STEPHANS GRP INC,,1,1994,1994,3
STEPHEN JOSEPH INC,,1,2008,2008,3
STEPHEN LAWRENCE CO.,,1,1992,1992,3
STEPHEN MITCHELL MUSIC,,1,1989,1989,3
STERLING JEWELERS INCORPORATED,,1,2014,2014,3
"STERLING JEWELERS, INC.",,1,2011,2011,3
"STERN, ET AL",,1,2019,2019,3
"STEVE HARDEMAN, LLC",,1,2011,2011,3
STEVE SILVER CO.,,1,2005,2005,3
STEVE SILVER COMPANY,,1,2005,2005,3
"STEVE SPANGLER, INC.",,1,2006,2006,3
STEVE TAGUE STUDIOS,,1,2018,2018,3
STEVEN GREENBERG PHO,,1,1993,1993,3
"STEVEN MADDEN, LTD.",,1,2021,2021,3
"STEVEN SMITH, INC.",,1,1995,1995,3
STEVEN'S BABY BOOM,,1,1995,1995,3
"STEVENSON, ET AL",,1,1993,1993,3
"STEWART, ET AL",,1,2004,2004,3
"STIEFEL, ET AL",,1,2003,2003,3
"STILES MACHINERY, INC.",,1,2007,2007,3
"STILES, ET AL",,1,2011,2011,3
"STILL TRUE, INC.",,1,1999,1999,3
"STIRLING, ET AL",,1,2018,2018,3
"STOCK, ET AL",,1,1998,1998,3
"STOCKART. COM, LLC",,1,2007,2007,3
STOCKFOOD AMERICA INCORPORATED,,1,2099,2099,3
"STOCKFOOD AMERICA, INC",,1,2099,2099,3
STOKES SEEDS LIMITED,,1,1992,1992,3
"STONE CITY MUSIC,",,1,1991,1991,3
STONE INT'L INC,,1,2000,2000,3
STONE MUSIC COMPANY,,1,1990,1990,3
"STONEBRIDGE MUSIC, EMERGENCY",,1,1990,1990,3
"STONEBRIDGE MUSIC, POP",,1,1989,1989,3
"STONEBROOKE ASSOCIATES, INC.",,1,2007,2007,3
STONECREST HOMES LLC,,1,2006,2006,3
"STONECROFT HOMES, LLC",,1,2009,2009,3
STORAGE TECHNOLOGY C,,1,2007,2007,3
STORK NEWS AMERICA,,1,2002,2002,3
STORMING HEAVEN LLC,,1,2004,2004,3
"STORY SONG, LTD.",,1,2001,2001,3
STORY SONGS LTD.,,1,1988,1988,3
"STOTTS, ET AL",,1,2016,2016,3
"STOWERS, ET AL",,1,1994,1994,3
"STRAPKO, ET AL",,1,1998,1998,3
STRAT-O-MATIC GAME C,,1,2000,2000,3
"STRATEGIA DESIGN, LLC",,1,2012,2012,3
STRATEGIC COACH INCORPORATED,,1,2099,2099,3
STRATEGIC DECISIONS GROUP,,1,2003,2003,3
"STRATEGIC MARKETING, INC",,1,2017,2017,3
"STRATEGIC MARKETING, INC.",,1,2012,2012,3
"STRATEGY SOURCE, INC.",,1,2003,2003,3
"STRATFORD HOMES, INC",,1,1998,1998,3
"STRAUS, ROBERT D.",,1,2002,2002,3
"STREET GRAPHICS, INC.",,1,1989,1989,3
STRETCO RAMA INC,,1,1991,1991,3
STRIKE 3 HOLDINGS,,1,2020,2020,3
"STRIKE 3 HOLDINGS,LLC",,1,2018,2018,3
"STRINGER, ET AL",,1,2099,2099,3
"STRINGFIELD, ET AL",,1,1995,1995,3
"STRIVECTIN OPERATING COMPANY,",,1,2017,2017,3
"STROSS, ET AL",,1,2020,2020,3
STRUCTURE PROBE INC.,,1,2008,2008,3
"STRUNK & ASSOCIATES,",,1,2001,2001,3
STS INTERNATIONAL INC,,1,1998,1998,3
STUART WEITZMAN LLC,,1,2007,2007,3
"STUART, ET AL",,1,2004,2004,3
"STUBBY STRIP, LLC",,1,2016,2016,3
STUCK ON MUSIC,,1,1992,1992,3
STUDEBAKERS OF AM,,1,1989,1989,3
STUDENT SPORTS INC,,1,2003,2003,3
"STUDIO 1, LLC",,1,2003,2003,3
STUDIO CASE LLC,,1,2015,2015,3
"STUDIO CHROME, INC.",,1,2002,2002,3
STUDIO IMPORTS LTD,,1,2003,2003,3
"STUDIO J, INC.",,1,2011,2011,3
STUDIO MUSIC COMPANY,,1,2007,2007,3
STUDIO ZERBEY LLC,,1,2017,2017,3
STUDIOCANAL IMAGE S.A.,,1,2008,2008,3
STUDY EDGE LLC,,1,2018,2018,3
STUHRLING ORIGINAL LLC,,1,2011,2011,3
STULLER SETTINGS INC,,1,1997,1997,3
"STUM, ET AL",,1,1997,1997,3
"STUMM, ET AL",,1,2002,2002,3
"STUMP, ET. AL.",,1,1992,1992,3
"STURDZA, ET AL",,1,2014,2014,3
SUAVE RECORDS INC,,1,2005,2005,3
"SUB SERVICES, INC.",,1,1997,1997,3
SUBSEA SOLUTIONS LLC,,1,2016,2016,3
SUCCESSFUL IMPRESSIONS LLC,,1,2014,2014,3
SUGAR HILL MUSIC,,1,2004,2004,3
"SUGERMAN, ET AL",,1,2011,2011,3
SULLIVAN PAPER CO.,,1,1996,1996,3
"SULLIVAN PRODUCTIONS, INC.",,1,1990,1990,3
SULLIVAN SYSTEMS CORP.,,1,1991,1991,3
SUMMA CONSULTING LLC,,1,2017,2017,3
"SUMMA CONSULTING, LLC",,1,2017,2017,3
"SUMMIT NATIONAL, INC",,1,2002,2002,3
SUMMIT NATL INC,,1,2001,2001,3
SUMMIT POS LLC,,1,2009,2009,3
SUN ACTIONWEAR INC,,1,2002,2002,3
SUN HILL INDUSTRIES,,1,1998,1998,3
SUN IT SERVICES,,1,2010,2010,3
SUN MICROSYSTEMS COMPUTER,,1,1997,1997,3
SUN MICROSYSTEMS INC.,,1,2005,2005,3
SUN QUEST HOMES,,1,1994,1994,3
SUN RESOURCE GROUP,,1,1996,1996,3
SUNA BROS. INC.,,1,1997,1997,3
SUNBELT CLOTHING CO.,,1,1994,1994,3
"SUNCOAST POST-TENSION, LTD",,1,2016,2016,3
SUNDAZED MUSIC INC,,1,1992,1992,3
SUNDECK PRODUCTS INC,,1,2000,2000,3
"SUNLIGHT SOLUTIONS, LLC",,1,2008,2008,3
"SUNLUST PICTURES, INC.",,1,2013,2013,3
SUNRISE PUBLICATIONS INC,,1,1989,1989,3
"SUNRIZON HOMES, INC",,1,1988,1988,3
"SUNSERI, ET AL",,1,2003,2003,3
SUNSET BOULEVARD ENTERTAINMENT,,1,2006,2006,3
SUNSET HOMES INC,,1,1994,1994,3
"SUNSET MOUNTAINS, INC.",,1,2008,2008,3
SUNSHINE INDUST INC,,1,1988,1988,3
SUNSHINE MAKERS INC,,1,1991,1991,3
SUNSHINE MEDIA INC,,1,1996,1996,3
SUNTAN OCEANS INC,,1,1992,1992,3
SUNTEL ENTER INC,,1,1992,1992,3
SUPAFLY ENTERTAINMENT INC.,,1,2008,2008,3
"SUPER DUPER, INC.",,1,2099,2099,3
SUPER EXPRESS USA,,1,2000,2000,3
SUPER GOLD CREATIONS,,1,1991,1991,3
"SUPERAMA CORPORATION, INC.",,1,2019,2019,3
SUPERHYPE PUBLISHING ETAL,,1,1990,1990,3
SUPERHYPE PUBLISHING INC,,1,1989,1989,3
"SUPERHYPE PUBLISHING INC,ET",,1,1988,1988,3
"SUPERHYPE PUBLISHING, INC.,",,1,1991,1991,3
SUPERHYUPE PUBLISHING INC,,1,1989,1989,3
"SUPERIOR EDGE, INC",,1,2007,2007,3
"SUPERIOR EDGE, INC.",,1,2008,2008,3
SUPERIOR FORM BUILD,,1,1994,1994,3
SUPERRHYOE PUVLIC INC,,1,1988,1988,3
"SUPPRESSED, ET AL",,1,1996,1996,3
SUPREME FOOD INC.,,1,2017,2017,3
SUPREME INT'L CORP.,,1,2000,2000,3
SUPREME INT. CORP.,,1,2000,2000,3
"SURFACE ART INC,",,1,1991,1991,3
"SURFACES SOUTHEAST, INC.",,1,2019,2019,3
"SURGE MARKETING, LLC",,1,2099,2099,3
SURREX SOLUTIONS CORPORATION,,1,2007,2007,3
"SURVIVAL METRICS, LLC",,1,2019,2019,3
"SURYA CARPET, INC.",,1,2021,2021,3
"SUSAN BRISTOL, INC.",,1,1990,1990,3
SUSAN NICHOLSON HOFHEINZ,,1,2015,2015,3
"SUSSEX ENTERPRISE, LLC",,1,2020,2020,3
"SUSSEX ENTERPRISES, LLC",,1,2099,2099,3
"SUSTAINABLE SOURCING, LLC",,1,2018,2018,3
"SUTTON, ET AL",,1,2013,2013,3
SUZANNE L HAYES,,1,2001,2001,3
"SVEDA, ET AL",,1,2012,2012,3
"SVORNICH, ET AL",,1,2002,2002,3
SWALLOWFORK MUSIC INC,,1,1991,1991,3
"SWAN, ET AL",,1,2013,2013,3
"SWARM INTERACTIVE, INC.",,1,2009,2009,3
SWAROVSKI AMER LTD,,1,1995,1995,3
"SWAROVSKI LIGHTING, LTD.",,1,2015,2015,3
"SWARTZ CONSULTING, LLC",,1,2005,2005,3
SWB TELEPHONE CO,,1,1996,1996,3
"SWEDROE, ET AL",,1,2003,2003,3
"SWEDROE, ROBERT M",,1,1990,1990,3
SWEEPMASTERS PROFESSIONAL CHIM,,1,2017,2017,3
SWEET CHIN MUSIC,,1,2009,2009,3
"SWEET CITY RECORDS,INC.",,1,1989,1989,3
SWEET CITY RECRDS;ETAL.,,1,1990,1990,3
SWEET ENTERTAINMENT GROUP,,1,2007,2007,3
"SWEET GISELE, INC",,1,2019,2019,3
"SWEET MICKY, LLC",,1,2017,2017,3
SWEET PUBLISHING CO,,1,1990,1990,3
SWEET STREET DES,,1,1994,1994,3
"SWELL SOFTWARE, LLC",,1,2012,2012,3
SWELL SOUNDS MUSIC,,1,1992,1992,3
"SWENSON, ET AL",,1,1995,1995,3
SWISSCRAFT NOVELTY CO,,1,1989,1989,3
"SYBERSOUND RECORDS, INC.",,1,2010,2010,3
SYLVAN LEARNING SYS,,1,2000,2000,3
"SYLVESTRE, ET AL",,1,1994,1994,3
"SYLVIA, WILLIAM J.",,1,1991,1991,3
"SYMBOL TECHNOLOGIES, INC.",,1,2007,2007,3
"SYMETTRICA ENTERTAINMENT, LTD.",,1,2020,2020,3
SYMPHONY FABRICS CORPORATION,,1,2006,2006,3
"SYMPHONY HOMES, INC.",,1,2002,2002,3
"SYNERGY BRANDS, INC.",,1,2005,2005,3
"SYNERGY INDUSTRIES, L.P.",,1,2019,2019,3
"SYQUEST TECHNOLOGY, INC.",,1,1994,1994,3
SYSNET WEB INC,,1,2001,2001,3
SYST ENHANCEMENT ASSOC,,1,1989,1989,3
"SYSTEM INTERNALS, LL",,1,2004,2004,3
SYSTEMS APP. INTER.,,1,1997,1997,3
SYSTEMS AUDIT GROUP,,1,1994,1994,3
"SYSTEMS DESIGN, INC.",,1,1993,1993,3
SYSTEMS SOFTWARE TRAINING,,1,1990,1990,3
SYSTEMS TODAY RETAIL,,1,1996,1996,3
"SYSTEMS XIX, INC.",,1,1999,1999,3
T STURGES MUSIC,,1,1992,1992,3
"T-SHIRT BORDELLO, LLC",,1,2015,2015,3
T.B. HARMS CO,,1,1989,1989,3
T.B.HARMS CO ETAL,,1,1990,1990,3
"T.R.B. INTERNATIONAL, S.A.",,1,2016,2016,3
TA ENGINEERING CO,,1,2001,2001,3
"TABER, ET AL",,1,1996,1996,3
"TABLEAU SOFTWARE, INC.",,1,2008,2008,3
TABLOID NEWS SERVICE,,1,2000,2000,3
TACONIC DATA CORP,,1,1998,1998,3
TACORI ENTERPRISES INC,,1,2018,2018,3
TACTICAL TAILOR INC,,1,2006,2006,3
"TADI, ET AL",,1,2019,2019,3
TAFFETA HOME LLC,,1,2099,2099,3
"TAG LINE, INC",,1,2000,2000,3
"TAGUE, ET AL",,1,1994,1994,3
TAI SPORTS INC,,1,2012,2012,3
TAIAN FINANCIAL LLC,,1,2016,2016,3
"TAKARA CO., LTD.",,1,1990,1990,3
TAKE TWO TEXTILES,,1,1997,1997,3
TAKLING TOPS INC,,1,1990,1990,3
TALBOT ASSOC INC,,1,2001,2001,3
"TALBOT, ET AL",,1,1998,1998,3
TALKING TOPS INC,,1,1990,1990,3
TALLY DISPLAY CORP.,,1,2019,2019,3
TALLYRAND MUSIC ETAL,,1,1990,1990,3
TALLYRAND MUSIC IND,,1,1988,1988,3
"TALLYRAND MUSIC, INC",,1,1988,1988,3
"TAM, ET AL",,1,2013,2013,3
"TAMARIAN CARPETS, LLC",,1,2015,2015,3
TAMPA ELECTRIC CO.,,1,1992,1992,3
"TAN, ET AL",,1,2014,2014,3
TANDEM IMPORTS CORP,,1,2003,2003,3
TANDEM IMPORTS CORPORATION,,1,2005,2005,3
"TANDLER TEXTILE, INC",,1,1997,1997,3
"TANDOORI OVEN, INC.",,1,2012,2012,3
TANGO TWIRL CO,,1,2005,2005,3
"TANYA CREATIONS, INC.",,1,2011,2011,3
TAP DEVELOPMENT CORPORATION,,1,1988,1988,3
TAP WORLDWIDE LLC,,1,2010,2010,3
TAPCO INTERNATIONAL CORPORATIO,,1,2006,2006,3
TARGIN SIGN SYSTEMS,,1,1988,1988,3
TARTAN FILMS USA,,1,2006,2006,3
"TATE, ET AL",,1,2011,2011,3
"TATE-ROBERTSON, ET AL",,1,2020,2020,3
TATTOO JOHNNY INC.,,1,2008,2008,3
"TATTOO JOHNNY, INC.",,1,2009,2009,3
TAURIPIN TUNES ETAL,,1,1989,1989,3
"TAURUS INTERN., INC.",,1,1995,1995,3
"TAVLARIDES, ET AL",,1,2014,2014,3
"TAVORMINA, ET AL",,1,1998,1998,3
"TAVORY, ET AL",,1,2011,2011,3
TAX DOCUMENT MGT,,1,2000,2000,3
"TAX INTERNATIONAL, LLC",,1,2016,2016,3
TAYCOR FINANCIAL LLC,,1,2015,2015,3
TAYLOR HOLLAND LLC,,1,2017,2017,3
"TAYMOR, ET AL",,1,2012,2012,3
TB PROPREITARY CORP,,1,1996,1996,3
TB PROPRIETARY CORPORATION,,1,2008,2008,3
"TC LOGISTICS, INC.",,1,2008,2008,3
TCA TELEVISION CORP.,,1,2009,2009,3
TCCD INTERNATIONAL INC.,,1,1998,1998,3
"TD BANK, N.A.",,1,2019,2019,3
TECH DATA SOLUTIONS,,1,1994,1994,3
TECH EXPRESS CORP,,1,2004,2004,3
TECHNE NETWORK INC,,1,2016,2016,3
"TECHNICON SYSTEMS, INC.",,1,2099,2099,3
TECHNOLOGY NEWS OF,,1,1996,1996,3
"TECHNOMEDIA INTERNATIONAL, INC",,1,2011,2011,3
"TECHSTYLE INTERNATIONAL, LLC",,1,2006,2006,3
"TECHSYS CHASSIS, INC.",,1,2011,2011,3
TEE TURTLE LLC,,1,2021,2021,3
"TEE TURTLE, LLC",,1,2021,2021,3
"TEEVEE TOONS, INC.",,1,1999,1999,3
TEKNEKRON FINANCIAL SYSTEMS,,1,1988,1988,3
TEKNO PRODUCTS INC.,,1,2020,2020,3
"TEKNO PRODUCTS, INC.",,1,2020,2020,3
TEL-SWEEPS PROMOTIONS INC,,1,2008,2008,3
TELE WARE CORP,,1,1989,1989,3
TELEARTE FLORIDA INC,,1,1993,1993,3
TELEO PT LLC,,1,2019,2019,3
TELEPHONE DOCTOR INC,,1,1997,1997,3
TELEVISION BROADCAST LIMITED,,1,2005,2005,3
TELEVISION BROADCASTS LIMITED,,1,2005,2005,3
"TELEVISION EDUCATION, INC.",,1,2017,2017,3
TELLABS BROADBAND LLC,,1,2019,2019,3
TEMP FINANCIAL SVCS,,1,2001,2001,3
TEMP MUSIC INC.,,1,1989,1989,3
TEMPCO MUSIC INC,,1,1990,1990,3
TEMPEST PUBLISHING INC,,1,2007,2007,3
"TEMPEST PUBLISHING, INC.",,1,2015,2015,3
"TEMPUS SOFTWARE, INC",,1,2000,2000,3
"TEMPWORKS SOFTWARE, INC.",,1,2009,2009,3
TEN BEARS LLC,,1,2008,2008,3
TEN GOOSE BOXING,,1,1991,1991,3
TEN TEN TUNES,,1,1991,1991,3
TENDER LOVING THINGS,,1,1996,1996,3
TENNIS PLANNING CONS,,1,2002,2002,3
TENSOR GROUP INC,,1,1999,1999,3
TEPPER JACKSON LLC.,,1,2007,2007,3
"TERABYTE HOLDINGS, LLC",,1,2017,2017,3
"TERCER MUNDO, INC.",,1,1996,1996,3
"TERMINAL DESIGN, INC.",,1,2011,2011,3
"TERMINAL REALITY, IN",,1,2004,2004,3
TERMINAL SUP CO,,1,2001,2001,3
TERMINAL SUPPLY CO,,1,2002,2002,3
TERMINIX INTL CO,,1,1995,1995,3
"TERRA DYNAMICS, INCORPORATED",,1,2008,2008,3
TERRA SANCTA CREATIO,,1,1995,1995,3
TERRA TECH INC,,1,2001,2001,3
"TERRILL, CATHIE E",,1,1992,1992,3
TESSLER & WEISS,,1,1998,1998,3
"TEST INNOVATORS, INC.",,1,2019,2019,3
TEST SYSTEMS INC,,1,1994,1994,3
TET PUBLISHING CO,,1,1998,1998,3
TEXAS APARTMENT ASS.,,1,1993,1993,3
TEXAS LOTTERY COMMISSION,,1,2008,2008,3
TEXAS SPICE COMPANY,,1,2005,2005,3
TEXAS WEDGE MUSIC,,1,1994,1994,3
"TEXASTOCK, ET AL",,1,2001,2001,3
"TEXTILE SECRETS, INC.",,1,2019,2019,3
TG DEVELOPMENT INC,,1,2005,2005,3
TH&T INTL CORP,,1,1993,1993,3
"THACKER, JERRY SR",,1,1996,1996,3
"THARP, ET AL",,1,1996,1996,3
THAT'S RIGHT PUBL.,,1,1995,1995,3
THAT'S RIGHT PUBLISHING,,1,2007,2007,3
THE AASGAARD COMPANY,,1,2019,2019,3
"THE AESTATE, LLC.",,1,2019,2019,3
THE ARBITRATION CO,,1,1993,1993,3
THE ARCHITECTURAL STUDIO/JAMES,,1,2015,2015,3
THE ARCHIVES OF,,1,1998,1998,3
THE BAITH COMPANY,,1,1998,1998,3
THE BEACHWAVER CO.,,1,2020,2020,3
THE BLUEBERRY HILL,,1,2018,2018,3
THE BRIDGEMAN ART,,1,1999,1999,3
THE BUOYANT COMPANY,,1,1998,1998,3
THE CALIFORNIA RAISIN,,1,1989,1989,3
THE CBS TELEVISON,,1,1989,1989,3
THE CENAPS CORPORATION,,1,2019,2019,3
THE CHASE MANHATTAN,,1,1993,1993,3
THE CLOTH CO,,1,1990,1990,3
THE COMPANY CORPORATION,,1,1995,1995,3
THE COMPHY CO.,,1,2014,2014,3
THE COMPUCARE COMPANY,,1,1991,1991,3
THE COMPUTING TECH,,1,2002,2002,3
THE CONDE NAST,,1,1993,1993,3
THE CONTINUUM CO.,,1,1995,1995,3
THE COUNTRY COMMI,,1,1992,1992,3
THE CURTIS PUBLISHIN,,1,1995,1995,3
THE DAGGAR GROUP,,1,1997,1997,3
THE DAILY RECORD,,1,1998,1998,3
THE DANIELSON COMPANY,,1,1989,1989,3
THE DISCO BISCUITS,,1,2009,2009,3
"THE DOGTOR, LLC",,1,2016,2016,3
THE DREES COMPANY,,1,2009,2009,3
THE DRESS COMPANY,,1,2006,2006,3
"THE DURHAM GROUP,INC",,1,1991,1991,3
THE ENKEBOLL CO.,,1,2010,2010,3
THE EXECUTIVE CORPORATION,,1,2017,2017,3
THE GAP INC,,1,1992,1992,3
"THE GAP, INC.",,1,1996,1996,3
THE GENESIS PROJECT,,1,1998,1998,3
THE GIOCOSA FOUNDATION,,1,2013,2013,3
THE GODWINS PRODUCTIONS,,1,2013,2013,3
THE GREAT INCORPORATED,,1,2020,2020,3
THE HEARST CORPORATION,,1,2001,2001,3
THE HERSHEY COMPANY,,1,2011,2011,3
THE HOSPITAL HEALTH,,1,1998,1998,3
THE IMAGE GROUP,,1,1992,1992,3
THE INSTITUTO INT'L.,,1,1995,1995,3
THE INTRAXX CORPORATION,,1,2004,2004,3
THE JOSEPH CAMPBELL,,1,1999,1999,3
THE KEDS CORPORATION,,1,1997,1997,3
THE KILIMANJARO CORPORATION,,1,2008,2008,3
THE KONIGSBERG COMPANY,,1,2011,2011,3
THE KROLL-O'GARA CO.,,1,2000,2000,3
THE KYJEN COMPANY,,1,2003,2003,3
THE LITERACY LAB,,1,2018,2018,3
THE LUTHERAN DIGEST,,1,1997,1997,3
"THE MATHWORKS, INC.",,1,2009,2009,3
THE MEDIA MACHINE,,1,2000,2000,3
THE MICHAELS DEVELOP,,1,1997,1997,3
THE MILLER AGENCY,,1,1999,1999,3
THE N.Y. OBSERVER,,1,1999,1999,3
THE NAPIER CO.,,1,1993,1993,3
THE NATIONAL BASKET.,,1,1996,1996,3
THE NEW YORKER,,1,2004,2004,3
THE OLISA FOUNDATION,,1,2015,2015,3
THE PAMPERED CHEF,,1,1994,1994,3
THE PENN WARRANTY,,1,1993,1993,3
THE PHILA ORCHESTRA,,1,1995,1995,3
THE PHILLIPS CORP.,,1,1990,1990,3
"THE PRINCE GROUP,",,1,1996,1996,3
THE PROGRESSIVE CORPORATION,,1,1991,1991,3
THE REAL ESTATE,,1,1996,1996,3
"THE REGINA COMPANY,",,1,1989,1989,3
"THE RHEINNER GROUP,",,1,2000,2000,3
THE ROCKPORT CO.,,1,1995,1995,3
THE SATER GROUP,,1,2005,2005,3
THE SCHELLER COMPANY,,1,1994,1994,3
"THE SCIENTIST, INC.",,1,1996,1996,3
THE SCREENMOBILE CORPORATION,,1,2019,2019,3
THE SENIORS CHOICE,,1,2013,2013,3
THE SIN KWANG,,1,1992,1992,3
THE SOFTWEAR CO.,,1,1993,1993,3
THE SOMERSET TRUST,,1,2000,2000,3
THE STAYWELL COMPANY,,1,2006,2006,3
"THE STOCKROOM, INC.",,1,2009,2009,3
THE TAFT GROUP,,1,1990,1990,3
THE TELEPHONE DOCTOR,,1,1996,1996,3
THE TEMPEST COMPANY,,1,1994,1994,3
THE UHLMANN COMPANY,,1,1990,1990,3
THE UNICOVER CORP,,1,1996,1996,3
